ID;Pays;Institution;;Equipes;Titre;TypeCoop;Motcle1;Motcle2;Motcle3;Motcle4;Motcle5;Budget;Bailleurs;Debut;Fin;Nb Copublications;;Role;StatutGM;NumGM;Lien;Nbpartenaires;Resume
nonapplica;France;Institut Pasteur;Institut Pasteur;Arbovirus et Insectes Vecteurs;Assessing the entomological risk of emergence of massive Dengue, Zika and Chikungunya outbreaks;Post-doc;entomology;dengue;zika;chikungunya;;314 569,21 ?;Wellcome Trust;01/02/2018;28/02/2019;;;;;;;;
nonapplica;Royaume-Uni;Liverpool School of Tropical Medicine;Liverpool School Of Tropical Medicine;;Assessing the entomological risk of emergence of massive Dengue, Zika and Chikungunya outbreaks;Post-doc;entomology;dengue;zika;chikungunya;;314 569,21 ?;Wellcome Trust;01/02/2018;28/02/2019;;;coordinateur;;;;;
AIMS-2-TRIALS;Afrique du Sud;STELLENBOSCH UNIVERSITY;Stellenbosch University;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Allemagne;ZENTRALINSTITUT FUER SEELISCHE GESUNDHEIT;Zentralinstitut Fuer Seelische Gesundheit;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Allemagne;JOHANN WOLFGANG GOETHE-UNIVERSITAET FRANKFURT AM MAIN;Johann Wolfgang Goethe-Universitaet Frankfurt Am Main;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Allemagne;UNIVERSITAET ULM;Universitaet Ulm;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Allemagne;KLINIKUM RECHTS DER ISAR DER TECHNISCHEN UNIVERSITAT MUNCHEN;Klinikum Rechts Der Isar Der Technischen Universitat Munchen;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;http://cordis.europa.eu/project/id/676559;;
AIMS-2-TRIALS;Allemagne;GEORG-AUGUST-UNIVERSITAET GOETTINGEN ;Georg-August-Universitaet Goettingen ;Universitatmedizin Goettingen;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Belgique;BIOSCI CONSULTING BVBA;Biosci Consulting Bvba;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Belgique;UNIVERSITEIT GENT;Universiteit Gent;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Belgique;JANSSEN PHARMACEUTICA NV;Janssen Pharmaceutica Nv;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Belgique;UCB BIOPHARMA SRL;Ucb Biopharma Srl;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Belgique;AUTISME-EUROPE AISBL;Autisme-Europe Aisbl;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Espagne;SerVICIO MADRILENO DE SALUD;Servicio Madrileno De Salud;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Espagne;UNIVERSIDAD DE SALAMANCA;Universidad De Salamanca;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Espagne;FUNDAZIOA POLICLINICA GIPUZKOA FUNDACION;Fundazioa Policlinica Gipuzkoa Fundacion;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Espagne;FUNDACIO CLINIC PER A LA RECERCA BIOMEDICA;Fundacio Clinic Per A La Recerca Biomedica;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Espagne;STARLAB BARCELONA SL;Starlab Barcelona Sl;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Etats-Unis;AUTISM SPEAKS INC. NON PROFIT CORPORATION;Autism Speaks Inc. Non Profit Corporation;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Etats-Unis;THE SIMONS FOUNDATION, INC;The Simons Foundation, Inc;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;France;Institut Pasteur;Institut Pasteur;GÇnÇtique humaine et fonctions cognitives;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;France;INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE;Institut National De La Sante Et De La Recherche Medicale;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;France;ASSISTANCE PUBLIQUE HOPITAUX DE PARIS;Assistance Publique Hopitaux De Paris;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;France;ARTTIC;Arttic;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;France;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS;Centre Hospitalier Regional Universitaire De Tours;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;France;COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES;Commissariat A L Energie Atomique Et Aux Energies Alternatives;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Irelande;THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN;The Provost, Fellows, Foundation Scholars & The Other Members Of Board, Of The College Of The Holy & Undivided Trinity Of Queen Elizabeth Near Dublin;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Israâl;TEVA PHARMACEUTICAL INDUSTRIES LIMITED;Teva Pharmaceutical Industries Limited;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Italie;Fondazione Stella Maris;Fondazione Stella Maris;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Pays-Bas;STICHTING KATHOLIEKE UNIVERSITEIT;Stichting Katholieke Universiteit;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Pays-Bas;RIJKSUNIVERSITEIT GRONINGEN;Rijksuniversiteit Groningen;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Pays-Bas;STICHTING BURO ECNP;Stichting Buro Ecnp;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Pays-Bas;NOLDUS INFORMATION TECHNOLOGY BV;Noldus Information Technology Bv;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Pays-Bas;DEMCON ADVANCED MECHATRONICS ENSCHEDE B.V;Demcon Advanced Mechatronics Enschede B.V;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Pays-Bas;UNIVERSITAIR MEDISCH CENTRUM UTRECHT;Universitair Medisch Centrum Utrecht;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Portugal;UNIVERSIDADE DE COIMBRA;Universidade De Coimbra;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Royaume-Uni;King's College London;King'S College London;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;coordinateur;;;;;
AIMS-2-TRIALS;Royaume-Uni;THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE;The Chancellor Masters And Scholars Of The University Of Cambridge;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Royaume-Uni;THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD;The Chancellor, Masters And Scholars Of The University Of Oxford;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Royaume-Uni;THE UNIVERSITY OF EDINBURGH;The University Of Edinburgh;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Royaume-Uni;BIRKBECK COLLEGE - UNIVERSITY OF LONDON;Birkbeck College - University Of London;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Royaume-Uni;UNIVERSITY OF NEWCASTLE UPON TYNE;University Of Newcastle Upon Tyne;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Royaume-Uni;UNIVERSITY OF GLASGOW;University Of Glasgow;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Royaume-Uni;AUTISTICA;Autistica;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Royaume-Uni;UNIVERSITY OF BRISTOL;University Of Bristol;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Suäde;KAROLINSKA INSTITUTET;Karolinska Institutet;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Suäde;UPPSALA UNIVERSITET;Uppsala Universitet;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Suisse;F. HOFFMANN-LA ROCHE AG;F. Hoffmann-La Roche Ag;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Suisse;Universitat Basel;Universitat Basel;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
AIMS-2-TRIALS;Suisse;NOVARTIS PHARMA AG;Novartis Pharma Ag;;Autism Innovative Medicine Studies - 2 - trials;Projet scientifique;autism spectrum disorder;biomarkers;data;clinical research;autism policies;113 274 914,75 ?;Commission EuropÇenne;01/06/2018;31/05/2023;;;;;;;;
BlockRabies;Cote d'Ivoire;Swiss Centre for Scientific Research;Swiss Centre For Scientific Research;;Blockchain high coverage rabies post-exposure prophylaxis to achieve zero human rabies deaths in Africa;Projet scientifique;Diseases;Rabies;Infectious diseases;;;2 250 000,00 ?;Commission EuropÇenne;01/04/2020;01/03/2024;;;;;;;;
BlockRabies;Cote d'Ivoire;Institut National d'Hygiäne Publique;Institut National D'Hygiäne Publique;;Blockchain high coverage rabies post-exposure prophylaxis to achieve zero human rabies deaths in Africa;Projet scientifique;Diseases;Rabies;Infectious diseases;;;2 250 000,00 ?;Commission EuropÇenne;01/04/2020;01/03/2024;;;;;;;;
BlockRabies;Cote d'Ivoire;Ministäre de Resources Animales et Halieutiques;Ministäre De Resources Animales Et Halieutiques;;Blockchain high coverage rabies post-exposure prophylaxis to achieve zero human rabies deaths in Africa;Projet scientifique;Diseases;Rabies;Infectious diseases;;;2 250 000,00 ?;Commission EuropÇenne;01/04/2020;01/03/2024;;;;;;EUROPEAN REGIMEN ACCELERATOR FOR TUBERCULOSIS | ERA4TB Project | H2020 | CORDIS | European Commission (europa.eu);;
BlockRabies;France;Institut Pasteur;Institut Pasteur;Lyssavirus, ÇpidÇmiologie et neuropathologie;Blockchain high coverage rabies post-exposure prophylaxis to achieve zero human rabies deaths in Africa;Projet scientifique;Diseases;Rabies;Infectious diseases;;;2 250 000,00 ?;Commission EuropÇenne;01/04/2020;01/03/2024;;;;;;;;
BlockRabies;Mali;UniversitÇ des Sciences, des Techniques et des Technologies de Bamako;UniversitÇ Des Sciences, Des Techniques Et Des Technologies De Bamako;;Blockchain high coverage rabies post-exposure prophylaxis to achieve zero human rabies deaths in Africa;Projet scientifique;Diseases;Rabies;Infectious diseases;;;2 250 000,00 ?;Commission EuropÇenne;01/04/2020;01/03/2024;;;;;;;;
BlockRabies;Mali;Laboratoire Central VÇtÇrinaire;Laboratoire Central VÇtÇrinaire;;Blockchain high coverage rabies post-exposure prophylaxis to achieve zero human rabies deaths in Africa;Projet scientifique;Diseases;Rabies;Infectious diseases;;;2 250 000,00 ?;Commission EuropÇenne;01/04/2020;01/03/2024;;;;;;;;
BlockRabies;Suisse;Swiss Tropical and Public Health Institute*;Swiss Tropical And Public Health Institute*;;Blockchain high coverage rabies post-exposure prophylaxis to achieve zero human rabies deaths in Africa;Projet scientifique;Diseases;Rabies;Infectious diseases;;;2 250 000,00 ?;Commission EuropÇenne;01/04/2020;01/03/2024;;;Coordinateur;;;;;
BlockRabies;Suisse;Health Information Traceability;Health Information Traceability;;Blockchain high coverage rabies post-exposure prophylaxis to achieve zero human rabies deaths in Africa;Projet scientifique;Diseases;Rabies;Infectious diseases;;;2 250 000,00 ?;Commission EuropÇenne;01/04/2020;01/03/2024;;;;;;;;
FRMPTC;Autriche;University of Vienna;University Of Vienna;;c-di-AMP in bacterial metabolism and host-pathogen interactio;Projet scientifique;Infectious diseases;Streptococcus infections;;;;370 258,00 ?;Fondation pour la Recherche MÇdicale;01/02/2019;01/02/2022;;;;Projet financÇ;;;;
FRMPTC;Etats-Unis;University of Massachusetts Medical School;University Of Massachusetts Medical School;;c-di-AMP in bacterial metabolism and host-pathogen interactio;Projet scientifique;Infectious diseases;Streptococcus infections;;;;370 258,00 ?;Fondation pour la Recherche MÇdicale;01/02/2019;01/02/2022;;;;Projet financÇ;;;;
FRMPTC;France;Institut Pasteur;Institut Pasteur;Biologie BactÇries pathog.Ö Gram-positif;c-di-AMP in bacterial metabolism and host-pathogen interaction;Projet scientifique;Infectious diseases;Streptococcus infections;;;;370 258,00 ?;Fondation pour la Recherche MÇdicale;01/02/2019;01/02/2022;;;Coordinateur;Projet financÇ;;;;
BIGPICTURE;Allemagne;FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.;Fraunhofer Gesellschaft Zur Foerderung Der Angewandten Forschung E.V.;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Allemagne;TECHNISCHE UNIVERSITAET MUENCHEN;Technische Universitaet Muenchen;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Allemagne;DIN DEUTSCHES INSTITUT FUER NORMUNG E.V.;Din Deutsches Institut Fuer Normung E.V.;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Allemagne;PHILIPPS UNIVERSITAET MARBURG;Philipps Universitaet Marburg;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Allemagne;GBG FORSCHUNGS GMBH;Gbg Forschungs Gmbh;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Allemagne;BAYER AKTIENGESELLSCHAFT;Bayer Aktiengesellschaft;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Allemagne;BOEHRINGER INGELHEIM INTERNATIONALGMBH;Boehringer Ingelheim Internationalgmbh;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Autriche;MEDIZINISCHE UNIVERSITAT GRAZ;Medizinische Universitat Graz;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Autriche;BIOBANKS AND BIOMOLECULAR RESOURCES RESEARCH INFRASTRUCTURE CONSORTIUM (BBMRI-ERIC);Biobanks And Biomolecular Resources Research Infrastructure Consortium (Bbmri-Eric);;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Autriche;MEDIZINISCHE UNIVERSITAET WIEN;Medizinische Universitaet Wien;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Belgique;UNIVERSITE DE LIEGE;Universite De Liege;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Belgique;THE EUROPEAN INSTITUTE FOR INNOVATION THROUGH HEALTH DATA;The European Institute For Innovation Through Health Data;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Belgique;EUROPEAN SOCIETY OF PATHOLOGY;European Society Of Pathology;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Belgique;CYTOMINE;Cytomine;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Belgique;TIME.LEX;Time.Lex;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Belgique;JANSSEN PHARMACEUTICA NV;Janssen Pharmaceutica Nv;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Belgique;UCB BIOPHARMA;Ucb Biopharma;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Danemark;NOVO NORDISK A/S;Novo Nordisk A/S;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Etats-Unis;DIGITAL PATHOLOGY ASSOCIATION INC;Digital Pathology Association Inc;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Finlande;CSC-TIETEEN TIETOTEKNIIKAN KESKUS OY;Csc-Tieteen Tietotekniikan Keskus Oy;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Finlande;HELSINGIN JA UUDENMAAN SAIRAANHOITOPIIRIN KUNTAYHTYMé;Helsingin Ja Uudenmaan Sairaanhoitopiirin KuntayhtymÑ;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;France;OWKIN FRANCE;Owkin France;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;France;SANOFI-AVENTIS RECHERCHE & DEVELOPPEMENT;Sanofi-Aventis Recherche & Developpement;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;https://cordis.europa.eu/project/id/777394;;
BIGPICTURE;France;INSTITUT DE RECHERCHES INTERNATIONALES SERVIER IRIS;Institut De Recherches Internationales Servier Iris;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;France;INSTITUT PASTEUR;Institut Pasteur;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Hongrie;SEMMELWEIS EGYETEM;Semmelweis Egyetem;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
BIGPICTURE;Irlande;DECIPHEX LIMITED;Deciphex Limited;;Central Repository for Digital Pathology;Projet scientifique;pathology;artificial intelligence;data;;;32 319 825,00 ?;Commission EuropÇenne;01/02/2021;31/01/2027;;;;;;;;
