ID;Pays;Institution;Institutions;Equipes;Titre;TypeCoop;Motcle1;Motcle2;Motcle3;Motcle4;Motcle5;Budget;Bailleurs;Debut;Fin;Nb Copublications;PI;Role;StatutGM;Références;Lien;Nbpartenaires;Resume
PTR-52-2017;Belgique;Sciensano;Sciensano;In Vivo models Unit / Immune Response Service;Development of a new genetration of antituberculosis vaccines for preventive and therapeutic approaches ;PTR;;;;;;;;01/01/2017;01/01/2019;;Marta ROMANO;Coordinateur;;PTR-52-2017;;;
PTR-52-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Development of a new genetration of antituberculosis vaccines for preventive and therapeutic approaches ;PTR;;;;;;;;01/01/2017;01/01/2019;;Laleh MAJLESSI / Pierre CHARNEAU;;;PTR-52-2017;;;
PTR-66-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Innate Immunity and Leptospira Group;Understand how Leptospires escape the human immune system in order to develop new therapeutic and vaccine strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Catherien WERTS;Coordinateur;;PTR-66-2017;;;
PTR-66-2017;France;Institut Pasteur de Nouvelle-Calédonie;Institut Pasteur De Nouvelle-Calédonie;;Understand how Leptospires escape the human immune system in order to develop new therapeutic and vaccine strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Mariko MATSUI;;;PTR-66-2017;;;
PTR-66-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Understand how Leptospires escape the human immune system in order to develop new therapeutic and vaccine strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Jessica QUINTIN;;;PTR-66-2017;;;
PTR-73-2017;Canada;INRS - Centre Armand-Frappier Santé Biotechnologie;Inrs - Centre Armand-Frappier Santé Biotechnologie;Microbiology Department;A comprehensive understanding on the nitransport pathways to enhance the current therapeutic strategies in helicobacter pylori infections;PTR;;;;;;;;01/01/2017;01/01/2019;;Charles CALMETTES;Coordinateur;;PTR-73-2017;;;
PTR-73-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;A comprehensive understanding on the nitransport pathways to enhance the current therapeutic strategies in helicobacter pylori infections;PTR;;;;;;;;01/01/2017;01/01/2019;;Hilde DE REUSE;;;PTR-73-2017;;;
PTR-73-2017;Canada;INRS - Centre Armand-Frappier Santé Biotechnologie;Inrs - Centre Armand-Frappier Santé Biotechnologie;;A comprehensive understanding on the nitransport pathways to enhance the current therapeutic strategies in helicobacter pylori infections;PTR;;;;;;;;01/01/2017;01/01/2019;;Frédéric VEYRIER;;;PTR-73-2017;;;
PTR-91-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Molecular Microbial Pathogenesis Unit;Identify how the infants acquire a dysbiotic gut microbiota and PEE in the context of chronic malnutrition to develop preventive strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Philippe SANSONETTI / Violeta MOYA-ALVAREZ;Coordinateur;;PTR-91-2017;;;
PTR-91-2017;République Centrafricaine;Institut Pasteur de Bangui;Institut Pasteur De Bangui;;Identify how the infants acquire a dysbiotic gut microbiota and PEE in the context of chronic malnutrition to develop preventive strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Serge-Gislain DJORIE;;;PTR-91-2017;;;
PTR-91-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Biomics Platform;Identify how the infants acquire a dysbiotic gut microbiota and PEE in the context of chronic malnutrition to develop preventive strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Tamara GILES-VERNICK / Sean KENNDY;;;PTR-91-2017;;;
PTR-98-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Antibody Engineering Platform;Develop rapidly tools for diagnostics of emerging diseases through the use of new technologies (nanobodies, droplet based microfluidics);PTR;;;;;;;;01/01/2017;01/01/2019;;Pierre LAFAYE;Coordinateur;;PTR-98-2017;;;
PTR-98-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Develop rapidly tools for diagnostics of emerging diseases through the use of new technologies (nanobodies, droplet based microfluidics);PTR;;;;;;;;01/01/2017;01/01/2019;;Pierre BRUHNS;;;PTR-98-2017;;;
PTR-98-2017;Uruguay;Institut Pasteur de Montevideo;Institut Pasteur De Montevideo;;Develop rapidly tools for diagnostics of emerging diseases through the use of new technologies (nanobodies, droplet based microfluidics);PTR;;;;;;;;01/01/2017;01/01/2019;;Otto PRITSCH;;;PTR-98-2017;;;
PTR-111-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Stem Cells and Development Unit;Understand the molecular mechanisms of premature ageing in syndromes such as Cockayne syndrome to develop therapeutic strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Shahragim TAJBAKHSH;Coordinateur;;PTR-111-2017;;;
PTR-111-2017;Tunisie;Institut Pasteur de Tunis;Institut Pasteur De Tunis;;Understand the molecular mechanisms of premature ageing in syndromes such as Cockayne syndrome to develop therapeutic strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Houda YACOUB-YOUSSEF;;;PTR-111-2017;;;
PTR-111-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Understand the molecular mechanisms of premature ageing in syndromes such as Cockayne syndrome to develop therapeutic strategies;PTR;;;;;;;;01/01/2017;01/01/2019;;Miria RICCHETTI;;;PTR-111-2017;;;
PTR-113-2017;Italie;Institut Pasteur d’Italie - Fondation Cenci Bolognetti;Institut Pasteur D’Italie - Fondation Cenci Bolognetti;Department of Molecular Medecine;Understand the role of a new family of lymphocytes in colorectal cancer to develop prevention and therapeutic strategies ;PTR;;;;;;;;01/01/2017;01/01/2019;;Angela SANTONI / Guiseppe SCIUME;Coordinateur;;PTR-113-2017;;;
PTR-113-2017;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Understand the role of a new family of lymphocytes in colorectal cancer to develop prevention and therapeutic strategies ;PTR;;;;;;;;01/01/2017;01/01/2019;;James DI SANTO / Christian VOSSHENRICH;;;PTR-113-2017;;;
PTR-161-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Viral populations and Pathogenesis Unit;Better understanding of genetic diversity and epidemiology of Enteroviruses in Central Africa and in Madagascar in order to improve the surveillance;PTR;;;;;;;;01/01/2019;01/01/2021;;Maël BESSAUD;Coordinateur;;PTR-161-2019;;;
PTR-161-2019;République Centrafricaine;Institut Pasteur de Bangui;Institut Pasteur De Bangui;;Better understanding of genetic diversity and epidemiology of Enteroviruses in Central Africa and in Madagascar in order to improve the surveillance;PTR;;;;;;;;01/01/2019;01/01/2021;;Ionela GOUANDJIKA-VASILACHE;;;PTR-161-2019;;;
PTR-161-2019;Cameroun;Institut Pasteur du Cameroun;Institut Pasteur Du Cameroun;;Better understanding of genetic diversity and epidemiology of Enteroviruses in Central Africa and in Madagascar in order to improve the surveillance;PTR;;;;;;;;01/01/2019;01/01/2021;;Serge-Alain SASEUH-MBA;;;PTR-161-2019;;;
PTR-161-2019;Madagascar;Institut Pasteur de Madagascar;Institut Pasteur De Madagascar;;Better understanding of genetic diversity and epidemiology of Enteroviruses in Central Africa and in Madagascar in order to improve the surveillance;PTR;;;;;;;;01/01/2019;01/01/2021;;Richter RAZAFINDRATSIMANDRESY;;;PTR-161-2019;;;
PTR-166-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Biochemistry of Macromolecular Interactions Unit;A better knowledge of the CyaA toxin at the structural level will allow therapeutic and vaccinal improvements;PTR;;;;;;;;01/01/2019;01/01/2021;;Alexandre CHENAL;Coordinateur;;PTR-166-2019;;;
PTR-166-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);UTechS Ultrasctructural Biomaging;A better knowledge of the CyaA toxin at the structural level will allow therapeutic and vaccinal improvements;PTR;;;;;;;;01/01/2019;01/01/2021;;Gérard PEHAU ARNAUDET;;;PTR-166-2019;;;
PTR-166-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Crystallography Platform;A better knowledge of the CyaA toxin at the structural level will allow therapeutic and vaccinal improvements;PTR;;;;;;;;01/01/2019;01/01/2021;;Ahmed HAOUZ;;;PTR-166-2019;;;
PTR-166-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Molecular Biophysics Platform);A better knowledge of the CyaA toxin at the structural level will allow therapeutic and vaccinal improvements;PTR;;;;;;;;01/01/2019;01/01/2021;;Patrick ENGLAND;;;PTR-166-2019;;;
PTR-166-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Biological NMR Technological Platform;A better knowledge of the CyaA toxin at the structural level will allow therapeutic and vaccinal improvements;PTR;;;;;;;;01/01/2019;01/01/2021;;Sébastien BRIER;;;PTR-166-2019;;;
PTR-166-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;A better knowledge of the CyaA toxin at the structural level will allow therapeutic and vaccinal improvements;PTR;;;;;;;;01/01/2019;01/01/2021;;Olivier SPERANDIO;;;PTR-166-2019;;;
PTR-166-2019;Corée;Institut Pasteur de Corée;Institut Pasteur De Corée;;A better knowledge of the CyaA toxin at the structural level will allow therapeutic and vaccinal improvements;PTR;;;;;;;;01/01/2019;01/01/2021;;Joo Hwan NO;;;PTR-166-2019;;;
PTR-175-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Trypanosome Transmission Group;Development of a new highly sensitive diagnostic test for sleeping sickness to improve surveillance in the context of HAT elimination;PTR;;;;;;;;01/01/2019;01/01/2021;;Brice ROTUREAU;Coordinateur;;PTR-175-2019;;;
PTR-175-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Development of a new highly sensitive diagnostic test for sleeping sickness to improve surveillance in the context of HAT elimination;PTR;;;;;;;;01/01/2019;01/01/2021;;Lucy GLOVER / Marie-Noelle UNGEHEUER / Albane IMBERT;;;PTR-175-2019;;;
PTR-175-2019;Guinée;Institut Pasteur de Guinée;Institut Pasteur De Guinée;;Development of a new highly sensitive diagnostic test for sleeping sickness to improve surveillance in the context of HAT elimination;PTR;;;;;;;;01/01/2019;01/01/2021;;Noël TORDO;;;PTR-175-2019;;;
PTR-183-2019;Belgique;Sciensano;Sciensano;Bacterial Disease Unit;Validation of a next generation diagnostic assay for antimicrobial resistance detection in order to enhance personalized treatment of MDR-TB patients;PTR;;;;;;;;01/01/2019;01/01/2021;;An VAN DEN BOSSCHE;Coordinateur;;PTR-183-2019;;;
PTR-183-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Validation of a next generation diagnostic assay for antimicrobial resistance detection in order to enhance personalized treatment of MDR-TB patients;PTR;;;;;;;;01/01/2019;01/01/2021;;Roland BROSCH;;;PTR-183-2019;;;
PTR-183-2019;France;Institut Pasteur de Lille;Institut Pasteur De Lille;;Validation of a next generation diagnostic assay for antimicrobial resistance detection in order to enhance personalized treatment of MDR-TB patients;PTR;;;;;;;;01/01/2019;01/01/2021;;Alain BAULARD;;;PTR-183-2019;;;
PTR-183-2019;Russie;Institut Pasteur de Saint-Pétersbourg;Institut Pasteur De Saint-Pétersbourg;;Validation of a next generation diagnostic assay for antimicrobial resistance detection in order to enhance personalized treatment of MDR-TB patients;PTR;;;;;;;;01/01/2019;01/01/2021;;Igor MOKROUSOV;;;PTR-183-2019;;;
PTR-190-2019;Brésil;Fondation Oswaldo Cruz (Fiocruz);Fondation Oswaldo Cruz (Fiocruz);Structural Biology and Proteins Engineering Laboratory;Components of the protein synthesis machinery of trypanosomatids as targets for novel therapeutic strategies;PTR;;;;;;;;01/01/2019;01/01/2021;;Beatriz GUIMARAES;Coordinateur;;PTR-190-2019;;;
PTR-190-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Components of the protein synthesis machinery of trypanosomatids as targets for novel therapeutic strategies;PTR;;;;;;;;01/01/2019;01/01/2021;;Sylvie POCHET / Nadia IZADI-PRUNEYRE;;;PTR-190-2019;;;
PTR-212-2019;Cambodge;Institut Pasteur du Cambodge;Institut Pasteur Du Cambodge;Immunology Unit;The study of the protective humoral immune response during Dengue virus infection in order to develop new vaccination strategies;PTR;;;;;;;;01/01/2019;01/01/2021;;Tineke CANTAERT;Coordinateur;;PTR-212-2019;;;
PTR-212-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);UTechS Cytometry Biomarkers;The study of the protective humoral immune response during Dengue virus infection in order to develop new vaccination strategies;PTR;;;;;;;;01/01/2019;01/01/2021;;Giovanna BARBA-SPAETH / Pierre BRUHNS / Milena HASAN;;;PTR-212-2019;;;
PTR-212-2019;Cambodge;Institut Pasteur du Cambodge;Institut Pasteur Du Cambodge;;The study of the protective humoral immune response during Dengue virus infection in order to develop new vaccination strategies;PTR;;;;;;;;01/01/2019;01/01/2021;;Philippe DUSSART;;;PTR-212-2019;;;
PTR-218-2019;République Centrafricaine;Institut Pasteur de Bangui;Institut Pasteur De Bangui;Arbovirus, emerging viruses and zoonosis Unit;Identify risk factors and routes of transmission of the monkeypox virus to prevent future infection;PTR;;;;;;;;01/01/2019;01/01/2021;;Emmanuel NAKOUNE;;;PTR-218-2019;;;
PTR-218-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Identify risk factors and routes of transmission of the monkeypox virus to prevent future infection;PTR;;;;;;;;01/01/2019;01/01/2021;;Arnaud FONTANET / Tamara GILES-VERNICK / Jean-Claude MANUGUERRA / Antoine GESSAIN;;;PTR-218-2019;;;
PTR-232-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Bioimage Analysis Unit;Computational imaging approaches to investigate the role of mechanical forces in the colonic tissue to understand the microbiota colonization and the development of infectious enteric diseases;PTR;;;;;;;;01/01/2019;01/01/2021;;Elisabeth LABRUYERE;Coordinateur;;PTR-232-2019;;;
PTR-232-2019;Hong-Kong;HKU-Pasteur Research Pole;Hku-Pasteur Research Pole;;Computational imaging approaches to investigate the role of mechanical forces in the colonic tissue to understand the microbiota colonization and the development of infectious enteric diseases;PTR;;;;;;;;01/01/2019;01/01/2021;;Hein Min TUN;;;PTR-232-2019;;;
PTR-232-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Computational imaging approaches to investigate the role of mechanical forces in the colonic tissue to understand the microbiota colonization and the development of infectious enteric diseases;PTR;;;;;;;;01/01/2019;01/01/2021;;Nathalie SAUVONNET;;;PTR-232-2019;;;
PTR-233-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Epigenetic Chemical Biology Unit;Identify new active compounds against multidrugresistant malaria parasites;PTR;;;;;;;;01/01/2019;01/01/2021;;Ludovic HALBY;Coordinateur;;PTR-233-2019;;;
PTR-233-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Center for the production and infection of anopheles Platform;Identify new active compounds against multidrugresistant malaria parasites;PTR;;;;;;;;01/01/2019;01/01/2021;;Artur SCHERF / Patricia BALDACCI;;;PTR-233-2019;;;
PTR-233-2019;Cambodge;Institut Pasteur du Cambodge;Institut Pasteur Du Cambodge;;Identify new active compounds against multidrugresistant malaria parasites;PTR;;;;;;;;01/01/2019;01/01/2021;;Benoit WITKIWSKI;;;PTR-233-2019;;;
PTR-237-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Lyssavirus Epudemiology and Neuropathology Unit;Development of field tests for rabies diagnostic to improve surveillance and control of this disease;PTR;;;;;;;;01/01/2019;01/01/2021;;Laurent DACHEUX;Coordinateur;;PTR-237-2019;;;
PTR-237-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Development of field tests for rabies diagnostic to improve surveillance and control of this disease;PTR;;;;;;;;01/01/2019;01/01/2021;;Marcel HOLLENSTEIN;;;PTR-237-2019;;;
PTR-237-2019;Cambodge;Institut Pasteur du Cambodge;Institut Pasteur Du Cambodge;;Development of field tests for rabies diagnostic to improve surveillance and control of this disease;PTR;;;;;;;;01/01/2019;01/01/2021;;Philippe DUSSART / Véronique CHEVALIER;;;PTR-237-2019;;;
PTR-237-2019;Madagascar;Institut Pasteur de Madagascar;Institut Pasteur De Madagascar;;Development of field tests for rabies diagnostic to improve surveillance and control of this disease;PTR;;;;;;;;01/01/2019;01/01/2021;;Soa Fy ANDRIAMANDIMBY / Hélène GUIS;;;PTR-237-2019;;;
PTR-245-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Baterial Genome Plasticity Unit;Better knowledge of antibiotic sensitivity will pave the way to the development of new strategies to fight antibiotic resistance;PTR;;;;;;;;01/01/2019;01/01/2021;;Zeynep BAHAROGLU;Coordinateur;;PTR-245-2019;;;
PTR-245-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Better knowledge of antibiotic sensitivity will pave the way to the development of new strategies to fight antibiotic resistance;PTR;;;;;;;;01/01/2019;01/01/2021;;Frédéric BARRAS / Eduardo ROCHA;;;PTR-245-2019;;;
PTR-272-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Genetics and Physiology of Hearing Unit;Generate an inner ear organoid to facilitate the study of the inner ear development and research on therapies for Human inner ear pathologies;PTR;;;;;;;;01/01/2019;01/01/2021;;Raphaël ETOURNAY;Coordinateur;;PTR-272-2019;;;
PTR-272-2019;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Biomaterials & Microfluidics Core Facility;Generate an inner ear organoid to facilitate the study of the inner ear development and research on therapies for Human inner ear pathologies;PTR;;;;;;;;01/01/2019;01/01/2021;;Samy GOBAA;;;PTR-272-2019;;;
PTR-272-2019;Corée;Institut Pasteur de Corée;Institut Pasteur De Corée;;Generate an inner ear organoid to facilitate the study of the inner ear development and research on therapies for Human inner ear pathologies;PTR;;;;;;;;01/01/2019;01/01/2021;;Régis GRAILHE;;;PTR-272-2019;;;
PTR-291-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Stem Cells and Development Unit;Relationship between stem cells and infectious diseases (ie influenza viral infection) to a better understand multi-organ systemic effects of pathogens in human;PTR;;;;;;;;01/01/2020;01/01/2022;;Barbara GAYRAUD-MOREL;Coordinateur;;PTR-291-2020;;;
PTR-291-2020;Hong-Kong;HKU-Pasteur Research Pole;Hku-Pasteur Research Pole;;Relationship between stem cells and infectious diseases (ie influenza viral infection) to a better understand multi-organ systemic effects of pathogens in human;PTR;;;;;;;;01/01/2020;01/01/2022;;Roberto BRUZZONE;;;PTR-291-2020;;;
PTR-291-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Relationship between stem cells and infectious diseases (ie influenza viral infection) to a better understand multi-organ systemic effects of pathogens in human;PTR;;;;;;;;01/01/2020;01/01/2022;;Fabrice CHRETIEN;;;PTR-291-2020;;;
PTR-303-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Epidemiology and modellig of bacterial evasion to microbials Unit;Better understand of the different routes of ESBL-PE acquisition in newborns in Madagascar in order to identify new strategies to control this acquisition;PTR;;;;;;;;01/01/2020;01/01/2022;;Bich-Tram HUYNH;Coordinateur;;PTR-303-2020;;;
PTR-303-2020;Madagascar;Institut Pasteur de Madagascar;Institut Pasteur De Madagascar;;Better understand of the different routes of ESBL-PE acquisition in newborns in Madagascar in order to identify new strategies to control this acquisition;PTR;;;;;;;;01/01/2020;01/01/2022;;A. HARIMANANA / Aina RAKOTONDRASOA / Elliot RAKOTOMANANA;;;PTR-303-2020;;;
PTR-303-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Better understand of the different routes of ESBL-PE acquisition in newborns in Madagascar in order to identify new strategies to control this acquisition;PTR;;;;;;;;01/01/2020;01/01/2022;;Lulla OPATOWSKI / Alexis CRISCUOLO;;;PTR-303-2020;;;
PTR-310-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Biology of Spirochetes Unit;Better understand the virulence mechanisms of pathogenic leptospires in order to fight against leptospirosis;PTR;;;;;;;;01/01/2020;01/01/2022;;Nadia BENAROUDJ;Coordinateur;;PTR-310-2020;;;
PTR-310-2020;Uruguay;Institut Pasteur de Montevideo;Institut Pasteur De Montevideo;;Better understand the virulence mechanisms of pathogenic leptospires in order to fight against leptospirosis;PTR;;;;;;;;01/01/2020;01/01/2022;;Rosario DURAN;;;PTR-310-2020;;;
PTR-310-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Better understand the virulence mechanisms of pathogenic leptospires in order to fight against leptospirosis;PTR;;;;;;;;01/01/2020;01/01/2022;;Catherine WERTS;;;PTR-310-2020;;;
PTR-332-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Unit of Helicobacter Pathogenesis;Relation between bacteria and cancer: Targeting epigenetic deregulations (notably DNA methylation) upon bacterial infection (H. pylori and E. coli) as an innovative approach for novel cancer therapeutic strategies;PTR;;;;;;;;01/01/2020;01/01/2022;;Eliette TOUATI;Coordinateur;;PTR-332-2020;;;
PTR-332-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Relation between bacteria and cancer: Targeting epigenetic deregulations (notably DNA methylation) upon bacterial infection (H. pylori and E. coli) as an innovative approach for novel cancer therapeutic strategies;PTR;;;;;;;;01/01/2020;01/01/2022;;Amel METTOUCHI / Paola B. ARIMONDO;;;PTR-332-2020;;;
PTR-332-2020;Grèce;Institut Pasteur Hellénique;Institut Pasteur Hellénique;;Relation between bacteria and cancer: Targeting epigenetic deregulations (notably DNA methylation) upon bacterial infection (H. pylori and E. coli) as an innovative approach for novel cancer therapeutic strategies;PTR;;;;;;;;01/01/2020;01/01/2022;;Dionyssios N. SGOURAS;;;PTR-332-2020;;;
PTR-337-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Malaria Infection and Immunity Unit;Develop a new method to validate Plasmodium falciparum protective antigens targeted by immune T cells in order to accelerate vaccine development;PTR;;;;;;;;01/01/2020;01/01/2022;;Rogerio AMINO;Coordinateur;;PTR-337-2020;;;
PTR-337-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Develop a new method to validate Plasmodium falciparum protective antigens targeted by immune T cells in order to accelerate vaccine development;PTR;;;;;;;;01/01/2020;01/01/2022;;Pierre CHARNEAU / Sylvie GARCIA;;;PTR-337-2020;;;
PTR-337-2020;Brésil;Plateforme scientifique Pasteur - USP;Plateforme Scientifique Pasteur - Usp;;Develop a new method to validate Plasmodium falciparum protective antigens targeted by immune T cells in order to accelerate vaccine development;PTR;;;;;;;;01/01/2020;01/01/2022;;Helder NAKAYA;;;PTR-337-2020;;;
PTR-353-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Epidemiology and Physiology of Oncogenic Viruses Unit;Host pathogens interactions in humans infected with zoonotic foamy viruses;PTR;;;;;;;;01/01/2020;01/01/2022;;Florence BUSEYNE;Coordinateur;;PTR-353-2020;;;
PTR-353-2020;Cameroun;Institut Pasteur du Cameroun;Institut Pasteur Du Cameroun;;Host pathogens interactions in humans infected with zoonotic foamy viruses;PTR;;;;;;;;01/01/2020;01/01/2022;;Richard NJOUOM;;;PTR-353-2020;;;
PTR-353-2020;Chine;Institut Pasteur of Shanghai, Chinese Academy of Sciences;Institut Pasteur Of Shanghai, Chinese Academy Of Sciences;;Host pathogens interactions in humans infected with zoonotic foamy viruses;PTR;;;;;;;;01/01/2020;01/01/2022;;Nicolas BERTHET;;;PTR-353-2020;;;
PTR-353-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Host pathogens interactions in humans infected with zoonotic foamy viruses;PTR;;;;;;;;01/01/2020;01/01/2022;;Marija BACKOVIC;;;PTR-353-2020;;;
PTR-377-2020;France;Institut Pasteur de Lille;Institut Pasteur De Lille;;Generation of forefront technologies to study microglial cells in the context of a devasting neurological disease (Alzheimer’s disease);PTR;;;;;;;;01/01/2020;01/01/2022;;Marcos COSTA;Coordinateur;;PTR-377-2020;;;
PTR-377-2020;Grèce;Institut Pasteur Hellénique;Institut Pasteur Hellénique;;Generation of forefront technologies to study microglial cells in the context of a devasting neurological disease (Alzheimer’s disease);PTR;;;;;;;;01/01/2020;01/01/2022;;Dimitra THOMAIDOU;;;PTR-377-2020;;;
PTR-377-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Generation of forefront technologies to study microglial cells in the context of a devasting neurological disease (Alzheimer’s disease);PTR;;;;;;;;01/01/2020;01/01/2022;;Jean-Yves TINEVEZ;;;PTR-377-2020;;;
PTR-380-2020;Canada;INRS - Centre Armand-Frappier Santé Biotechnologie;Inrs - Centre Armand-Frappier Santé Biotechnologie;;The development of a safe and effective anticampylobacteriosis vaccine relying on chemical synthesis;PTR;;;;;;;;01/01/2020;01/01/2022;;Charles GAUTHIER;Coordinateur;;PTR-380-2020;;;
PTR-380-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;The development of a safe and effective anticampylobacteriosis vaccine relying on chemical synthesis;PTR;;;;;;;;01/01/2020;01/01/2022;;Laurence MULARD;;;PTR-380-2020;;;
PTR-380-2020;Canada;INRS - Centre Armand-Frappier Santé Biotechnologie;Inrs - Centre Armand-Frappier Santé Biotechnologie;;The development of a safe and effective anticampylobacteriosis vaccine relying on chemical synthesis;PTR;;;;;;;;01/01/2020;01/01/2022;;Charles DOZOIS;;;PTR-380-2020;;;
PTR-388-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Integrative neurobiology of cholinergic system Unit;Refining the role of nicotinic acetylcholine receptors and their relevance as therapeutic targets in neuropsychiatric disorder endophenotypes;PTR;;;;;;;;01/01/2020;01/01/2022;;Morgane BESSON;Coordinateur;;PTR-388-2020;;;
PTR-388-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Refining the role of nicotinic acetylcholine receptors and their relevance as therapeutic targets in neuropsychiatric disorder endophenotypes;PTR;;;;;;;;01/01/2020;01/01/2022;;Fabrice DE CHAUMONT / Florent HAISS;;;PTR-388-2020;;;
PTR-395-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);Biology of Intracellular Bacteria Unit;Gain a better understanding of the strategies pathogenic bacteria employ to subvert host functions to replicate and cause disease and identify new therapeutic targets;PTR;;;;;;;;01/01/2020;01/01/2022;;Monica ROLANDO;Coordinateur;;PTR-395-2020;;;
PTR-395-2020;Uruguay;Institut Pasteur de Montevideo;Institut Pasteur De Montevideo;;Gain a better understanding of the strategies pathogenic bacteria employ to subvert host functions to replicate and cause disease and identify new therapeutic targets;PTR;;;;;;;;01/01/2020;01/01/2022;;Alejandro BUSCHIAZZO;;;PTR-395-2020;;;
PTR-395-2020;France;Institut Pasteur (Paris);Institut Pasteur (Paris);;Gain a better understanding of the strategies pathogenic bacteria employ to subvert host functions to replicate and cause disease and identify new therapeutic targets;PTR;;;;;;;;01/01/2020;01/01/2022;;Paola ARIMONDO;;;PTR-395-2020;;;
;;;;;;;;;;;;;;;;;;;;;;;
